,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2821,06143,01,15,20,29,31,32,08
2822,06142,10,16,19,22,26,27,16
2823,06141,16,18,22,23,25,31,11
2824,06140,01,08,11,18,19,23,05
2825,06139,07,08,14,21,23,25,05
2826,06138,04,09,11,17,18,26,08
2827,06137,10,14,17,21,27,31,09
2828,06136,11,15,17,21,22,24,05
2829,06135,04,19,21,22,23,31,04
2830,06134,10,13,18,26,28,30,12
2831,06133,04,06,20,25,29,31,03
2832,06132,06,14,22,26,30,33,01
2833,06131,03,04,09,22,26,33,01
2834,06130,01,12,21,22,30,32,02
2835,06129,09,14,18,22,27,29,12
2836,06128,04,15,21,30,31,33,05
2837,06127,03,04,11,17,19,30,01
2838,06126,02,08,13,16,24,33,09
2839,06125,15,19,23,30,32,33,06
2840,06124,12,13,14,18,31,32,13
2841,06123,02,03,20,25,28,32,06
2842,06122,04,05,06,08,22,24,03
2843,06121,03,04,06,27,31,33,06
2844,06120,06,08,14,15,24,33,09
2845,06119,01,02,14,20,27,30,02
2846,06118,01,03,07,08,10,30,05
2847,06117,06,14,20,22,23,26,09
2848,06116,05,16,21,22,32,33,09
2849,06115,01,10,20,26,28,29,15
2850,06114,08,10,14,20,27,29,16
2851,06113,05,14,17,18,28,33,02
2852,06112,04,09,13,15,31,33,11
2853,06111,01,08,11,16,17,22,15
2854,06110,09,12,14,18,27,33,13
2855,06109,01,05,17,18,23,26,13
2856,06108,02,06,08,20,24,30,09
2857,06107,01,06,08,13,17,30,07
2858,06106,02,12,14,19,28,33,10
2859,06105,05,12,14,15,20,31,01
2860,06104,03,07,22,27,28,31,11
2861,06103,12,14,15,25,28,31,06
2862,06102,01,04,13,19,20,24,11
2863,06101,09,12,20,26,27,28,16
2864,06100,01,11,18,26,30,32,03
2865,06099,09,12,18,23,24,27,05
2866,06098,06,07,10,11,18,23,16
2867,06097,11,14,15,20,26,27,12
2868,06096,01,05,09,13,18,33,14
2869,06095,01,03,17,20,21,29,16
2870,06094,15,16,17,18,24,33,13
2871,06093,02,12,16,18,19,23,05
2872,06092,02,08,11,16,20,21,14
2873,06091,07,08,12,21,22,24,07
2874,06090,02,11,15,20,23,29,11
2875,06089,01,13,16,18,19,22,01
2876,06088,03,11,20,24,25,26,01
2877,06087,04,05,08,09,12,30,05
2878,06086,04,06,10,24,26,31,06
2879,06085,02,06,18,21,24,25,08
2880,06084,01,12,17,21,25,28,12
2881,06083,07,09,18,19,26,29,10
2882,06082,03,13,15,23,28,29,09
2883,06081,14,16,18,21,22,32,04
2884,06080,15,17,20,22,26,29,09
2885,06079,06,11,13,17,20,32,08
2886,06078,03,05,17,22,31,33,12
2887,06077,08,09,12,13,19,33,09
2888,06076,04,10,17,21,29,32,14
2889,06075,10,21,22,23,25,33,11
2890,06074,01,03,15,19,25,33,04
2891,06073,05,13,16,18,27,29,12
2892,06072,02,03,05,20,21,24,08
2893,06071,05,11,12,19,29,31,01
2894,06070,02,03,11,13,20,27,02
2895,06069,05,16,20,22,29,30,08
2896,06068,03,07,10,14,30,33,10
2897,06067,07,08,11,16,17,24,13
2898,06066,06,08,11,18,30,33,05
2899,06065,04,08,17,28,29,30,13
2900,06064,03,12,14,21,24,28,11
2901,06063,04,05,15,21,23,24,08
2902,06062,18,22,23,24,26,30,01
2903,06061,05,13,17,19,25,30,11
2904,06060,05,15,19,23,30,32,14
2905,06059,05,10,15,17,27,29,11
2906,06058,01,12,22,23,24,25,14
2907,06057,03,04,17,18,21,31,08
2908,06056,11,13,15,21,23,25,08
2909,06055,04,05,28,29,31,33,11
2910,06054,03,05,07,10,28,30,04
2911,06053,01,11,17,27,28,31,02
2912,06052,11,24,26,27,30,32,03
2913,06051,02,06,07,17,27,30,16
2914,06050,02,06,12,15,25,31,07
2915,06049,06,10,12,13,17,20,03
2916,06048,09,13,19,25,29,32,12
2917,06047,02,17,20,22,28,32,03
2918,06046,13,18,23,29,31,32,08
2919,06045,06,07,10,14,20,21,04
2920,06044,02,10,18,21,30,31,05
2921,06043,05,12,13,16,23,32,03
2922,06042,03,16,23,26,28,31,11
2923,06041,03,10,16,18,21,28,04
2924,06040,15,22,25,26,28,33,03
2925,06039,16,19,22,28,31,32,03
2926,06038,02,14,17,19,22,30,10
2927,06037,02,12,23,24,25,32,14
2928,06036,04,07,10,16,17,21,09
2929,06035,03,09,13,21,27,29,13
2930,06034,02,10,15,16,17,33,13
2931,06033,15,20,22,23,27,31,06
2932,06032,05,18,20,24,26,31,09
2933,06031,03,10,12,16,31,32,14
2934,06030,08,13,15,17,20,32,14
2935,06029,03,04,07,09,14,19,08
2936,06028,05,07,14,16,17,27,04
2937,06027,06,08,11,14,16,27,15
2938,06026,01,02,18,22,29,32,03
2939,06025,03,04,17,19,24,32,05
2940,06024,02,07,09,11,21,27,06
2941,06023,04,13,14,19,23,28,08
2942,06022,02,03,04,13,16,27,13
2943,06021,01,02,05,20,21,22,09
2944,06020,05,09,21,23,26,29,06
2945,06019,04,06,13,22,26,32,07
2946,06018,01,13,14,17,24,26,05
2947,06017,03,04,08,31,32,33,02
2948,06016,01,07,13,17,23,30,16
2949,06015,02,03,09,15,29,32,03
2950,06014,06,14,26,29,32,33,07
2951,06013,01,05,06,12,16,21,11
2952,06012,09,11,13,27,31,33,10
2953,06011,05,07,08,14,27,31,11
2954,06010,04,06,12,19,27,29,08
2955,06009,05,06,08,20,26,30,06
2956,06008,03,05,09,18,28,32,16
2957,06007,04,16,18,27,32,33,07
2958,06006,08,21,22,23,26,32,14
2959,06005,03,19,20,24,26,27,11
2960,06004,04,08,17,27,28,31,07
2961,06003,02,04,05,06,16,20,12
2962,06002,07,13,16,21,26,28,09
2963,06001,01,12,15,19,21,28,03
2964,05153,04,05,07,21,26,29,01
2965,05152,01,05,12,14,21,27,03
2966,05151,04,11,12,13,19,30,05
2967,05150,03,07,10,14,18,20,02
2968,05149,11,16,21,23,25,32,07
2969,05148,03,15,17,23,24,29,13
2970,05147,06,07,15,27,28,30,10
2971,05146,07,11,19,20,24,28,02
2972,05145,03,07,08,17,20,28,15
2973,05144,01,08,14,15,19,27,09
2974,05143,03,10,15,17,20,32,08
2975,05142,07,10,12,17,22,29,05
2976,05141,03,05,08,12,16,19,15
2977,05140,04,06,07,08,12,17,07
2978,05139,02,07,20,23,32,33,10
2979,05138,03,05,06,11,20,22,13
2980,05137,03,09,15,23,25,33,12
2981,05136,05,14,16,18,25,27,13
2982,05135,01,05,13,15,21,25,11
2983,05134,04,13,14,18,26,30,01
2984,05133,01,07,14,16,18,25,11
2985,05132,02,04,10,18,27,29,15
2986,05131,02,07,10,11,12,24,03
2987,05130,03,05,09,15,20,25,16
2988,05129,05,10,14,20,27,33,03
2989,05128,02,04,14,23,29,33,15
2990,05127,04,06,11,14,23,25,12
2991,05126,02,08,13,19,25,26,09
2992,05125,06,14,18,28,31,32,03
2993,05124,05,06,10,19,31,33,11
2994,05123,11,12,13,17,18,25,07
2995,05122,01,04,07,14,30,32,09
2996,05121,01,07,20,25,31,32,12
2997,05120,01,06,13,18,30,32,14
2998,05119,01,07,11,18,20,22,02
2999,05118,04,09,12,15,26,31,16
3000,05117,06,17,22,27,28,32,03
3001,05116,04,06,08,14,15,30,10
3002,05115,03,12,18,23,30,33,02
3003,05114,06,07,10,15,21,27,06
3004,05113,15,18,20,22,26,27,03
3005,05112,04,12,22,28,29,30,16
3006,05111,03,07,15,16,19,29,09
3007,05110,07,10,16,19,24,25,09
3008,05109,03,05,13,15,17,31,04
3009,05108,03,10,12,24,29,30,06
3010,05107,09,10,20,24,25,26,11
3011,05106,01,11,13,24,26,31,13
3012,05105,04,15,23,30,32,33,03
3013,05104,02,04,21,23,30,33,09
3014,05103,04,07,16,18,23,30,07
3015,05102,02,05,06,14,24,31,12
3016,05101,09,16,19,21,22,24,12
3017,05100,02,04,09,14,16,31,03
3018,05099,10,13,16,22,24,31,09
3019,05098,12,15,19,22,31,33,01
3020,05097,05,10,23,27,28,30,15
3021,05096,04,05,17,18,26,33,04
3022,05095,09,12,18,21,28,29,05
3023,05094,03,05,09,23,27,33,03
3024,05093,04,06,17,23,25,29,14
3025,05092,08,13,19,26,28,31,10
3026,05091,01,11,12,15,26,27,13
3027,05090,01,09,21,25,29,32,03
3028,05089,05,19,20,23,26,31,12
3029,05088,01,03,07,18,20,24,07
3030,05087,08,09,15,16,23,26,08
3031,05086,07,11,12,24,27,29,12
3032,05085,08,09,13,14,20,22,12
3033,05084,01,02,07,15,19,20,03
3034,05083,03,05,09,14,16,30,13
3035,05082,01,07,11,14,19,20,12
3036,05081,02,04,10,12,26,30,03
3037,05080,01,12,14,26,27,32,16
3038,05079,03,09,20,24,25,28,05
3039,05078,03,11,15,20,26,32,11
3040,05077,08,17,22,24,32,33,16
3041,05076,04,09,11,22,25,28,13
3042,05075,11,13,14,16,18,31,14
3043,05074,06,09,18,20,26,29,09
3044,05073,01,06,08,09,18,20,01
3045,05072,06,10,19,20,24,33,11
3046,05071,04,08,12,14,16,22,10
3047,05070,03,04,08,14,16,26,04
3048,05069,07,09,21,24,31,33,12
3049,05068,01,08,10,13,25,33,13
3050,05067,03,12,16,20,21,26,16
3051,05066,02,04,10,11,25,28,05
3052,05065,12,16,17,21,22,23,16
3053,05064,10,18,23,27,30,32,08
3054,05063,02,11,13,18,22,30,04
3055,05062,02,07,11,12,20,23,07
3056,05061,05,09,14,21,23,24,01
3057,05060,09,12,21,25,31,33,13
3058,05059,07,11,14,18,24,29,07
3059,05058,04,06,10,21,25,26,10
3060,05057,05,06,10,15,30,31,13
3061,05056,12,17,19,27,29,31,09
3062,05055,05,20,22,30,32,33,09
3063,05054,05,13,17,18,21,29,14
3064,05053,04,07,10,14,27,29,09
3065,05052,01,02,14,17,30,32,01
3066,05051,03,06,14,19,20,21,02
3067,05050,02,09,12,20,26,32,13
3068,05049,02,03,08,10,25,27,12
3069,05048,06,07,08,10,16,28,02
3070,05047,02,03,05,07,08,27,15
3071,05046,09,16,18,20,22,24,05
3072,05045,01,07,10,15,18,20,10
3073,05044,01,06,16,17,18,22,09
3074,05043,04,05,06,07,08,32,05
3075,05042,11,16,21,26,27,30,15
3076,05041,02,11,16,23,24,29,03
3077,05040,01,12,21,24,30,32,13
3078,05039,02,16,18,19,21,29,09
3079,05038,04,07,11,20,27,28,16
3080,05037,07,12,14,22,24,32,16
3081,05036,12,19,20,21,26,31,15
3082,05035,12,16,21,28,29,30,14
3083,05034,05,17,18,25,28,32,09
3084,05033,07,08,12,14,19,20,07
3085,05032,05,15,19,20,25,29,03
3086,05031,04,10,16,20,23,32,07
3087,05030,01,05,09,14,22,28,05
3088,05029,02,14,21,22,27,30,14
3089,05028,04,09,22,25,26,32,10
3090,05027,01,03,04,06,21,32,15
3091,05026,06,12,14,20,25,26,07
3092,05025,01,07,10,11,13,32,07
3093,05024,05,09,14,27,31,32,13
3094,05023,10,15,19,20,21,25,12
3095,05022,08,10,12,21,32,33,04
3096,05021,02,06,24,26,30,31,16
3097,05020,14,16,19,20,25,29,05
3098,05019,06,11,12,13,19,22,08
3099,05018,01,03,06,22,23,25,06
3100,05017,02,06,10,25,27,31,03
3101,05016,01,05,06,12,16,30,15
3102,05015,04,08,09,16,17,29,15
3103,05014,13,19,21,23,30,32,05
3104,05013,07,08,16,19,20,24,06
3105,05012,02,03,06,16,22,31,05
3106,05011,09,11,13,15,22,30,15
3107,05010,08,10,11,18,25,26,01
3108,05009,02,17,22,27,29,31,14
3109,05008,11,19,22,27,32,33,11
3110,05007,07,15,17,20,23,33,15
3111,05006,02,04,05,15,21,31,16
3112,05005,05,09,20,26,28,33,15
3113,05004,01,04,08,09,22,23,03
3114,05003,09,12,15,19,22,31,16
3115,05002,06,09,20,26,28,33,14
3116,05001,01,07,08,23,27,28,14
3117,04122,03,11,14,22,24,31,15
3118,04121,07,13,16,18,30,32,10
3119,04120,07,08,18,21,27,32,10
3120,04119,06,09,18,20,25,33,06
3121,04118,03,04,07,12,30,31,15
3122,04117,01,03,07,14,24,25,07
3123,04116,01,03,05,08,14,33,03
3124,04115,02,16,20,30,31,33,01
3125,04114,01,06,09,17,21,22,01
3126,04113,08,10,23,25,31,32,07
3127,04112,09,13,15,21,26,33,06
3128,04111,11,16,18,20,26,31,02
3129,04110,14,19,20,21,22,31,11
3130,04109,06,08,10,17,30,31,14
3131,04108,08,13,14,27,28,31,12
3132,04107,01,08,12,13,18,20,07
3133,04106,10,15,23,26,28,29,12
3134,04105,07,09,10,21,23,30,12
3135,04104,07,11,17,18,24,29,05
3136,04103,02,03,05,09,16,21,02
3137,04102,03,09,12,15,28,32,01
3138,04101,02,09,14,19,25,26,15
3139,04100,06,08,09,14,24,33,15
3140,04099,05,10,21,22,26,33,02
3141,04098,03,12,13,25,26,31,03
3142,04097,10,19,20,26,29,31,14
3143,04096,01,04,12,16,20,30,15
3144,04095,19,22,27,28,30,32,01
3145,04094,05,09,10,13,24,25,08
3146,04093,11,14,20,27,32,33,05
3147,04092,01,04,08,13,28,31,02
3148,04091,09,13,14,21,30,33,01
3149,04090,01,18,20,24,32,33,12
3150,04089,14,17,20,25,28,30,14
3151,04088,02,10,19,22,24,32,14
3152,04087,01,03,07,08,25,26,14
3153,04086,10,13,18,19,25,27,01
3154,04085,03,08,11,29,30,32,01
3155,04084,01,04,08,11,21,25,14
3156,04083,14,16,27,28,30,33,06
3157,04082,03,20,24,27,29,30,15
3158,04081,03,05,21,24,27,32,06
3159,04080,03,08,20,23,24,26,16
3160,04079,07,13,14,17,19,30,03
3161,04078,04,05,10,21,24,26,05
3162,04077,08,09,10,14,16,26,07
3163,04076,03,05,13,17,25,31,07
3164,04075,07,18,21,26,27,28,07
3165,04074,05,06,15,19,26,29,13
3166,04073,02,07,13,16,23,28,16
3167,04072,08,15,18,28,30,33,14
3168,04071,03,08,16,17,21,29,06
3169,04070,10,12,21,22,30,33,06
3170,04069,02,11,15,20,22,29,05
3171,04068,02,08,11,13,24,31,15
3172,04067,01,06,07,13,16,32,04
3173,04066,05,13,20,23,24,25,03
3174,04065,13,14,27,29,32,33,08
3175,04064,14,15,18,20,27,31,04
3176,04063,07,10,13,16,27,28,07
3177,04062,01,12,25,27,28,29,13
3178,04061,13,16,19,20,23,33,09
3179,04060,03,05,11,24,27,28,15
3180,04059,04,07,11,19,23,26,10
3181,04058,01,08,11,12,27,31,12
3182,04057,05,21,23,25,28,32,04
3183,04056,01,20,21,25,29,30,02
3184,04055,06,08,19,25,29,32,07
3185,04054,09,11,14,16,27,28,11
3186,04053,02,03,04,09,24,25,02
3187,04052,01,12,14,15,17,29,09
3188,04051,02,03,09,10,15,29,11
3189,04050,06,07,19,21,25,29,02
3190,04049,11,12,14,16,25,29,09
3191,04048,08,09,11,16,17,29,09
3192,04047,01,07,08,11,27,31,06
3193,04046,07,15,16,22,23,32,14
3194,04045,01,12,18,26,27,28,13
3195,04044,02,06,07,12,31,32,05
3196,04043,04,09,10,21,22,24,10
3197,04042,06,10,13,17,18,21,02
3198,04041,08,10,17,22,25,29,14
3199,04040,07,17,19,20,21,29,11
3200,04039,10,16,18,25,26,29,03
3201,04038,11,16,17,25,28,29,07
3202,04037,03,04,11,17,20,26,05
3203,04036,02,13,17,18,26,30,01
3204,04035,02,08,26,27,30,32,16
3205,04034,02,07,13,20,27,30,14
3206,04033,01,04,08,09,19,20,01
3207,04032,02,05,08,11,15,31,13
3208,04031,03,06,19,20,21,24,11
3209,04030,01,07,09,17,26,31,05
3210,04029,09,13,20,22,24,32,05
3211,04028,01,02,03,05,10,22,12
3212,04027,01,05,09,10,18,32,11
3213,04026,04,10,14,18,28,32,15
3214,04025,07,08,10,24,29,33,04
3215,04024,01,13,21,23,25,32,06
3216,04023,01,08,14,17,19,30,03
3217,04022,03,10,14,19,20,30,06
3218,04021,05,09,11,17,26,27,10
3219,04020,01,02,09,22,28,31,04
3220,04019,05,10,11,23,24,32,04
3221,04018,02,05,06,08,28,30,06
3222,04017,05,12,14,15,25,31,09
3223,04016,04,07,08,28,30,32,05
3224,04015,01,03,05,18,22,23,13
3225,04014,03,07,11,17,20,26,12
3226,04013,12,14,21,29,30,32,13
3227,04012,01,07,27,30,31,33,08
3228,04011,01,04,13,23,28,30,03
3229,04010,06,07,08,13,14,19,15
3230,04009,01,09,10,16,22,24,11
3231,04008,01,07,10,22,32,33,13
3232,04007,04,12,17,20,25,28,09
3233,04006,04,12,18,20,23,32,06
3234,04005,09,11,13,16,17,18,07
3235,04004,10,19,22,23,25,29,09
3236,04003,03,05,06,17,26,33,08
3237,04002,10,12,18,22,30,31,11
3238,04001,01,02,03,07,10,25,07
3239,03089,18,19,21,26,27,33,16
3240,03088,03,10,21,22,24,33,12
3241,03087,02,03,04,05,24,28,13
3242,03086,05,12,16,18,26,30,13
3243,03085,01,04,11,12,19,27,14
3244,03084,02,06,07,10,17,33,03
3245,03083,01,03,14,18,26,28,01
3246,03082,07,17,18,19,30,31,14
3247,03081,01,02,14,26,29,30,07
3248,03080,09,20,24,25,28,30,10
3249,03079,12,15,22,23,26,31,04
3250,03078,07,12,23,26,29,30,11
3251,03077,04,12,16,22,24,25,06
3252,03076,01,13,16,18,20,29,02
3253,03075,16,17,19,22,31,33,11
3254,03074,02,12,19,22,27,32,01
3255,03073,02,12,14,21,23,30,13
3256,03072,03,06,08,11,19,27,11
3257,03071,09,11,12,14,15,33,11
3258,03070,01,02,04,17,18,19,08
3259,03069,07,11,16,19,26,28,11
3260,03068,09,19,25,27,32,33,11
3261,03067,05,11,12,13,27,31,10
3262,03066,03,07,08,20,24,32,14
3263,03065,06,15,16,17,30,33,11
3264,03064,04,06,08,12,15,30,01
3265,03063,05,08,09,14,21,33,11
3266,03062,01,06,12,19,20,32,14
3267,03061,03,05,20,21,28,32,02
3268,03060,02,04,06,17,21,28,11
3269,03059,02,03,05,06,18,30,04
3270,03058,09,11,16,28,32,33,02
3271,03057,18,19,24,25,30,31,16
3272,03056,08,17,21,26,28,29,07
3273,03055,06,13,16,21,28,31,16
3274,03054,02,05,09,21,31,33,12
3275,03053,15,19,20,21,28,29,13
3276,03052,01,12,13,23,30,31,11
3277,03051,04,13,15,17,24,27,01
3278,03050,02,08,17,23,24,26,13
3279,03049,03,06,07,13,24,25,15
3280,03048,10,12,20,28,30,31,09
3281,03047,03,17,26,28,32,33,16
3282,03046,07,08,10,11,17,26,11
3283,03045,03,07,14,15,17,32,03
3284,03044,02,05,09,16,32,33,15
3285,03043,02,08,10,19,20,32,13
3286,03042,03,05,07,10,15,20,07
3287,03041,02,03,17,18,24,25,11
3288,03040,04,05,06,12,14,23,16
3289,03039,03,05,23,24,27,32,03
3290,03038,05,07,08,24,25,27,16
3291,03037,09,14,17,18,26,32,07
3292,03036,07,21,24,25,27,28,15
3293,03035,03,04,05,08,10,11,08
3294,03034,08,13,14,16,23,25,14
3295,03033,01,07,14,20,27,30,10
3296,03032,04,11,25,27,29,30,13
3297,03031,11,17,20,22,28,32,01
3298,03030,02,06,13,14,23,27,07
3299,03029,02,07,15,26,29,32,10
3300,03028,06,13,16,20,28,32,07
3301,03027,01,11,14,17,27,28,15
3302,03026,08,13,15,26,29,31,16
3303,03025,01,05,11,13,14,27,12
3304,03024,02,07,15,17,22,30,14
3305,03023,01,10,20,22,26,31,02
3306,03022,02,07,11,12,14,32,08
3307,03021,14,15,18,25,26,30,01
3308,03020,07,10,25,26,27,32,04
3309,03019,04,08,12,13,16,33,09
3310,03018,05,16,19,20,25,28,13
3311,03017,05,08,18,23,25,31,06
3312,03016,11,17,28,30,31,33,06
3313,03015,04,11,19,25,26,32,13
3314,03014,03,05,07,08,21,31,02
3315,03013,08,13,17,21,23,32,12
3316,03012,02,12,16,17,27,30,12
3317,03011,04,05,11,12,30,32,15
3318,03010,01,02,08,13,17,24,13
3319,03009,05,09,18,20,22,30,09
3320,03008,05,08,09,14,17,23,08
3321,03007,01,09,19,21,23,26,07
3322,03006,01,03,10,21,26,27,06
3323,03005,04,06,15,17,30,31,16
3324,03004,04,06,07,10,13,25,03
3325,03003,01,07,10,23,28,32,16
3326,03002,04,09,19,20,21,26,12
3327,03001,10,11,12,13,26,28,11
